,1
0,24018
1,14355
2,14666
3,16303
4,15736
5,14702
6,12517
7,11215
8,9770
9,7740
10,7060
11,5296
12,3839
13,3307
14,2745
15,3161
16,1358
17,1052
18,795
19,681
20,458
21,353
22,288
23,302
24,245
25,162
26,112
27,107
28,81
29,79
30,63
31,73
32,31
33,22
34,54
35,18
36,12
37,20
38,3
39,6
40,4
41,3
42,3
43,2
44,5
45,10
46,1
47,3
48,2
49,1
50,2
52,1
53,3
62,2
63,1
202,1
