,1
0,146005
1,82724
2,74646
3,85404
4,84623
5,77936
6,76032
7,65825
8,57363
9,48316
10,40787
11,34562
12,26989
13,20859
14,16713
15,13552
16,9910
17,7588
18,5906
19,4489
20,3206
21,2643
22,2351
23,2786
24,1256
25,2663
26,916
27,769
28,701
29,489
30,358
31,256
32,358
33,168
34,124
35,131
36,85
37,81
38,65
39,63
40,43
41,40
42,39
43,25
44,17
45,65
46,9
47,9
48,18
49,7
50,9
51,4
52,2
53,4
54,1
58,3
63,1
66,3
67,2
74,1
