,1
0,138130
1,80493
2,74843
3,90645
4,87761
5,78865
6,75153
7,65666
8,57681
9,50550
10,43537
11,32641
12,27274
13,22467
14,16273
15,13030
16,10166
17,7631
18,5962
19,4799
20,3280
21,2752
22,2103
23,1590
24,1339
25,972
26,881
27,675
28,524
29,406
30,507
31,270
32,216
33,201
34,122
35,114
36,82
37,72
38,58
39,50
40,34
41,37
42,18
43,20
44,23
45,9
46,15
47,9
48,3
49,10
50,8
51,5
52,3
53,4
54,2
55,2
58,9
60,1
65,1
66,1
68,1
71,1
80,1
86,1
100,1
