,1
0,162830
1,98666
2,82741
3,94603
4,89497
5,82568
6,72679
7,62939
8,51095
9,43896
10,37308
11,28760
12,22538
13,18478
14,12231
15,9690
16,7459
17,4996
18,3888
19,3031
20,2217
21,1642
22,1287
23,946
24,1065
25,515
26,554
27,403
28,242
29,215
30,209
31,154
32,128
33,114
34,87
35,75
36,25
37,43
38,30
39,29
40,29
41,23
42,12
43,7
44,4
45,5
46,5
47,7
48,7
49,3
50,2
51,5
52,8
56,2
57,1
64,1
85,1
95,1
158,1
165,1
181,1
233,1
