,1
0,98920
1,57977
2,53897
3,61959
4,68588
5,57259
6,50442
7,44390
8,36762
9,31461
10,27058
11,21749
12,17648
13,13648
14,9752
15,7640
16,5787
17,4214
18,3315
19,2546
20,2204
21,1503
22,1190
23,934
24,691
25,604
26,416
27,318
28,280
29,192
30,212
31,111
32,166
33,109
34,81
35,55
36,63
37,34
38,34
39,29
40,27
41,19
42,13
43,13
44,11
45,16
46,6
47,10
48,7
49,1
50,2
51,3
52,2
55,3
56,1
66,1
194,1
